person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,risk_score_tahap2,predicted_tahap2
23,51000,OWN,7.0,PERSONAL,A,6000,5.42,0,0.12,N,4,0.4161616356582,0
24,26000,RENT,2.0,HOMEIMPROVEMENT,D,6200,14.11,1,0.24,N,4,0.513824942936692,1
22,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,10000,8.49,0,0.2,N,3,0.48423741713318047,0
22,29004,RENT,6.0,DEBTCONSOLIDATION,C,6200,15.23,0,0.21,Y,4,0.527322557968804,1
22,30000,RENT,3.0,EDUCATION,D,6200,10.99,0,0.21,Y,3,0.4830067267111194,0
21,51000,MORTGAGE,5.0,EDUCATION,B,13000,10.99,0,0.25,N,3,0.572818337351726,1
26,39996,RENT,2.0,DEBTCONSOLIDATION,C,6200,13.79,0,0.16,N,2,0.5,1
22,40000,RENT,2.0,EDUCATION,B,6200,12.69,0,0.15,N,3,0.48769182082219165,0
23,42500,RENT,1.0,PERSONAL,C,6200,13.92,0,0.15,N,2,0.5,1
22,45000,RENT,7.0,EDUCATION,C,6200,13.79,0,0.14,N,3,0.5,1
23,51000,MORTGAGE,2.0,PERSONAL,A,8000,7.49,0,0.16,N,3,0.4872389612622859,0
26,51000,MORTGAGE,2.0,MEDICAL,A,4000,5.99,0,0.08,N,4,0.4320175169604503,0
22,46200,RENT,5.0,EDUCATION,B,6200,12.42,0,0.13,N,3,0.4883779212420753,0
25,50606,RENT,3.0,MEDICAL,A,6200,10.99,0,0.12,N,4,0.4313482624053601,0
26,51000,MORTGAGE,10.0,MEDICAL,A,15825,6.99,0,0.31,N,3,0.5023992964766957,1
25,51000,MORTGAGE,6.0,EDUCATION,C,3000,13.99,0,0.06,N,2,0.5,1
23,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,7.49,0,0.05,N,3,0.4882986956343637,0
22,46000,RENT,1.0,DEBTCONSOLIDATION,D,6200,10.99,1,0.13,N,4,0.4313482624053601,0
23,56000,RENT,4.0,PERSONAL,A,6200,8.49,0,0.11,N,2,0.5,1
23,60000,RENT,1.0,DEBTCONSOLIDATION,B,6200,10.65,0,0.1,N,3,0.4859382285697993,0
25,51000,MORTGAGE,0.0,PERSONAL,A,4200,7.29,0,0.08,N,2,0.5,1
26,51000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000,7.29,0,0.24,N,4,0.3872343412703369,0
23,45000,MORTGAGE,6.0,MEDICAL,B,5000,10.74,1,0.11,N,2,0.5,1
23,65000,RENT,8.0,PERSONAL,A,6200,10.99,0,0.1,N,2,0.5,1
25,51000,MORTGAGE,6.0,PERSONAL,E,16750,16.4,0,0.33,N,4,0.6194125302055632,1
24,65000,RENT,0.0,VENTURE,A,6200,8.9,0,0.1,N,2,0.5,1
26,69000,RENT,7.0,EDUCATION,A,6200,7.88,0,0.09,N,3,0.4883363543424271,0
22,51000,MORTGAGE,6.0,MEDICAL,A,6000,5.79,0,0.12,N,2,0.5,1
26,51000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,12000,6.17,0,0.24,N,4,0.3872343412703369,0
22,72000,RENT,4.0,PERSONAL,A,6200,5.99,0,0.09,N,2,0.5,1
25,51000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,7600,12.23,0,0.15,N,3,0.48769182082219165,0
23,45000,RENT,0.0,VENTURE,C,6225,11.54,0,0.14,Y,4,0.4385503433453062,0
21,63250,RENT,2.0,PERSONAL,B,6225,10.99,0,0.1,N,4,0.4313482624053601,0
22,51000,MORTGAGE,6.0,PERSONAL,B,7000,11.12,0,0.14,N,3,0.48794276195709463,0
23,51000,MORTGAGE,7.0,MEDICAL,A,10000,7.14,0,0.2,N,2,0.5,1
24,51000,OWN,8.0,HOMEIMPROVEMENT,A,9000,7.14,0,0.18,N,3,0.4860254312590229,0
22,19200,RENT,2.0,DEBTCONSOLIDATION,A,6250,7.51,1,0.33,N,3,0.5135169419522255,1
25,19200,RENT,4.0,EDUCATION,D,6250,15.31,1,0.33,Y,2,0.5,1
24,51000,OWN,6.0,VENTURE,B,6000,10.75,0,0.12,N,2,0.5,1
23,19250,RENT,1.0,HOMEIMPROVEMENT,E,6250,16.82,1,0.32,Y,4,0.6658510146983241,1
22,51000,MORTGAGE,3.0,VENTURE,C,13000,13.48,0,0.25,Y,3,0.5982787516775985,1
22,20000,RENT,3.0,EDUCATION,D,6250,10.99,1,0.31,Y,3,0.6877994098793052,1
21,21000,RENT,2.0,EDUCATION,C,6250,13.85,0,0.3,N,3,0.8194217240010381,1
21,23000,RENT,5.0,PERSONAL,C,6250,13.48,0,0.27,Y,3,0.730562513393342,1
22,23000,RENT,6.0,MEDICAL,C,6250,12.73,0,0.27,N,2,0.5,1
25,51000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7000,7.88,0,0.14,N,4,0.4320175169604503,0
23,51000,MORTGAGE,3.0,PERSONAL,C,16000,13.11,0,0.31,Y,3,0.8273057321935454,1
25,24000,RENT,3.0,DEBTCONSOLIDATION,C,6250,13.72,0,0.26,Y,3,0.6729385925797611,1
23,24000,RENT,0.0,EDUCATION,B,6250,12.53,0,0.26,N,3,0.6474440635148991,1
24,26000,RENT,8.0,MEDICAL,A,6250,6.91,0,0.24,N,4,0.3872343412703369,0
21,51000,MORTGAGE,5.0,PERSONAL,A,6000,7.88,0,0.12,N,2,0.5,1
22,27000,RENT,3.0,MEDICAL,D,6250,15.99,1,0.23,Y,4,0.5802329739889658,1
22,55000,RENT,3.0,VENTURE,A,7000,6.91,0,0.13,N,4,0.4320175169604503,0
24,51000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,7.14,0,0.07,N,2,0.5,1
24,55000,RENT,1.0,MEDICAL,A,7000,7.88,0,0.13,N,4,0.4320175169604503,0
22,51000,MORTGAGE,3.0,EDUCATION,B,15200,10.99,0,0.3,N,4,0.687690869135963,1
24,51000,OWN,9.0,VENTURE,D,10000,15.31,0,0.2,Y,2,0.5,1
26,51000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,7.74,0,0.2,N,3,0.48423741713318047,0
22,56000,RENT,0.0,DEBTCONSOLIDATION,B,7000,11.36,0,0.13,N,2,0.5,1
21,45000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,8000,15.31,1,0.18,Y,3,0.5296736362835383,1
24,56000,RENT,7.0,VENTURE,A,7000,8.59,0,0.13,N,3,0.4875005912334088,0
24,51000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,8500,8.94,0,0.17,N,3,0.4866911962627945,0
26,56000,RENT,4.0,PERSONAL,A,7000,9.07,0,0.13,N,3,0.48668716022381,0
25,50000,RENT,2.0,MEDICAL,E,7000,15.57,1,0.14,N,3,0.5465015480779823,1
25,56004,RENT,3.0,MEDICAL,C,7000,14.22,0,0.12,N,4,0.5000000000000001,1
23,57960,RENT,0.0,PERSONAL,C,7000,13.04,0,0.12,Y,4,0.497994441238365,0
23,52000,RENT,3.0,MEDICAL,C,7000,13.85,1,0.13,N,4,0.4999999999999999,0
24,51000,MORTGAGE,5.0,EDUCATION,B,8000,10.96,0,0.16,N,3,0.4872389612622859,0
26,60000,RENT,9.0,DEBTCONSOLIDATION,C,7000,13.49,0,0.12,N,2,0.5,1
24,51024,MORTGAGE,8.0,HOMEIMPROVEMENT,C,2000,12.99,0,0.04,Y,4,0.496000359474676,0
23,51036,MORTGAGE,7.0,EDUCATION,C,15000,13.16,0,0.29,N,4,0.7052590021691104,1
22,60000,RENT,1.0,PERSONAL,C,7000,14.65,0,0.12,N,2,0.5,1
23,60000,RENT,4.0,DEBTCONSOLIDATION,A,7000,6.03,0,0.12,N,3,0.4886249233972708,0
24,51072,MORTGAGE,8.0,EDUCATION,B,13000,10.95,0,0.25,N,2,0.5,1
25,54000,RENT,1.0,DEBTCONSOLIDATION,F,7000,20.89,1,0.13,N,3,0.822765059317649,1
22,51168,MORTGAGE,6.0,VENTURE,B,15500,10.99,0,0.3,N,3,0.687690869135963,1
24,54000,RENT,0.0,DEBTCONSOLIDATION,D,7000,15.99,1,0.13,Y,3,0.578026415940687,1
25,60000,RENT,3.0,VENTURE,D,7000,15.62,0,0.12,N,4,0.5499443949150079,1
25,60000,RENT,3.0,HOMEIMPROVEMENT,A,7000,6.92,0,0.12,N,2,0.5,1
23,60000,RENT,4.0,DEBTCONSOLIDATION,A,7000,5.79,0,0.12,N,3,0.4886249233972708,0
26,60000,RENT,3.0,MEDICAL,A,7000,6.91,0,0.12,N,2,0.5,1
25,51300,MORTGAGE,7.0,VENTURE,A,11000,5.99,0,0.21,N,3,0.4830067267111194,0
25,60000,RENT,0.0,MEDICAL,B,7000,9.25,0,0.12,N,2,0.5,1
24,60000,RENT,5.0,EDUCATION,A,7000,6.54,0,0.12,N,4,0.4320175169604503,0
22,51300,OWN,6.0,PERSONAL,D,11200,15.31,0,0.22,Y,3,0.53476350106555,1
25,60000,RENT,9.0,MEDICAL,B,7000,10.36,0,0.12,N,4,0.41444105923547947,0
23,51319,MORTGAGE,2.0,VENTURE,B,20000,10.37,0,0.39,N,3,0.6347065196596228,1
22,60000,RENT,3.0,EDUCATION,A,7000,6.91,0,0.12,N,2,0.5,1
22,60000,RENT,5.0,MEDICAL,B,7000,9.99,0,0.12,N,4,0.41667209105569863,0
22,54000,RENT,6.0,MEDICAL,D,7000,14.96,1,0.13,Y,4,0.509565935203484,1
24,60000,RENT,0.0,VENTURE,A,7000,7.88,0,0.12,N,3,0.4883363543424271,0
22,54000,RENT,2.0,PERSONAL,D,7000,14.96,1,0.13,N,3,0.509565935203484,1
24,60000,RENT,0.0,EDUCATION,A,7000,9.32,0,0.12,N,3,0.4861579770014419,0
24,60140,RENT,2.0,VENTURE,A,7000,8.59,0,0.12,N,3,0.4875005912334088,0
24,51480,MORTGAGE,7.0,MEDICAL,A,12000,7.88,0,0.23,N,2,0.5,1
22,51480,MORTGAGE,4.0,MEDICAL,B,3000,11.83,0,0.06,N,2,0.5,1
23,45480,MORTGAGE,7.0,DEBTCONSOLIDATION,C,4400,13.16,1,0.1,N,3,0.4999999999999997,0
25,51492,MORTGAGE,2.0,EDUCATION,B,13800,10.38,0,0.27,N,4,0.5882955163147973,1
22,60500,RENT,3.0,DEBTCONSOLIDATION,C,7000,12.84,0,0.12,N,2,0.5,1
26,51500,OWN,10.0,HOMEIMPROVEMENT,A,15000,6.92,0,0.29,N,2,0.5,1
24,51500,MORTGAGE,2.0,VENTURE,A,6300,5.79,0,0.12,N,3,0.4886249233972708,0
23,62000,RENT,5.0,PERSONAL,B,7000,9.91,0,0.11,N,4,0.41784005823811426,0
26,51500,MORTGAGE,7.0,VENTURE,B,11000,10.99,0,0.21,N,3,0.4830067267111194,0
26,51500,MORTGAGE,3.0,HOMEIMPROVEMENT,D,9600,15.21,0,0.19,Y,4,0.5236395863157963,1
24,51500,MORTGAGE,6.0,MEDICAL,A,4000,7.51,0,0.08,N,2,0.5,1
22,51500,MORTGAGE,6.0,EDUCATION,B,7500,9.88,0,0.15,N,3,0.484616990832313,0
25,62000,RENT,9.0,DEBTCONSOLIDATION,A,7000,7.49,0,0.11,N,4,0.4320175169604503,0
23,62100,RENT,3.0,MEDICAL,B,7000,10.99,0,0.11,N,2,0.5,1
23,51600,MORTGAGE,4.0,EDUCATION,B,7200,10.65,0,0.14,N,3,0.4859382285697993,0
26,63000,RENT,4.0,VENTURE,D,7000,14.84,0,0.11,N,2,0.5,1
22,64000,RENT,6.0,EDUCATION,A,7000,5.79,0,0.11,N,3,0.48882199338961196,0
22,51600,MORTGAGE,6.0,EDUCATION,B,4200,10.59,0,0.08,N,3,0.48556417787190304,0
23,51600,MORTGAGE,1.0,DEBTCONSOLIDATION,B,5000,10.59,0,0.1,N,3,0.48556417787190304,0
23,64600,RENT,7.0,MEDICAL,B,7000,11.86,0,0.11,N,3,0.48882199338961196,0
25,64800,RENT,1.0,PERSONAL,C,7000,12.73,0,0.11,N,2,0.5,1
22,65000,RENT,4.0,EDUCATION,C,7000,14.27,0,0.11,Y,4,0.5,1
22,51600,MORTGAGE,2.0,VENTURE,C,7000,12.98,0,0.14,Y,2,0.5,1
22,65000,RENT,7.0,EDUCATION,D,7000,15.99,0,0.11,N,3,0.578026415940687,1
25,51600,OWN,2.0,VENTURE,D,6000,10.99,0,0.12,N,4,0.4313482624053601,0
22,65000,RENT,0.0,DEBTCONSOLIDATION,C,7000,12.99,0,0.11,N,2,0.5,1
26,51600,OWN,10.0,HOMEIMPROVEMENT,B,15000,9.88,0,0.29,N,3,0.5688874240716504,1
24,51600,OWN,8.0,VENTURE,C,20000,12.87,0,0.39,N,4,0.7025432563671404,1
26,65000,RENT,3.0,EDUCATION,A,7000,10.99,0,0.11,N,2,0.5,1
23,65000,RENT,7.0,EDUCATION,B,7000,10.75,0,0.11,N,4,0.42659353235259634,0
25,51669,MORTGAGE,2.0,HOMEIMPROVEMENT,B,12000,10.37,0,0.23,N,4,0.39720159032082997,0
25,51684,MORTGAGE,9.0,PERSONAL,D,4000,15.99,0,0.08,N,4,0.578026415940687,1
26,51700,OWN,2.0,HOMEIMPROVEMENT,A,13200,7.51,0,0.26,N,4,0.4252262346128225,0
22,51800,MORTGAGE,4.0,EDUCATION,B,7200,11.71,0,0.14,N,3,0.48806847310841883,0
21,51800,MORTGAGE,1.0,VENTURE,B,5000,9.99,0,0.1,N,3,0.4842474015096401,0
24,65000,RENT,0.0,DEBTCONSOLIDATION,B,7000,11.83,0,0.11,N,2,0.5,1
23,51852,MORTGAGE,0.0,MEDICAL,A,10000,8.59,0,0.19,N,2,0.5,1
23,65000,RENT,0.0,VENTURE,B,7000,10.71,0,0.11,N,2,0.5,1
21,65000,RENT,0.0,VENTURE,A,7000,10.99,0,0.11,N,4,0.4313482624053601,0
22,51900,MORTGAGE,5.0,VENTURE,B,14100,11.49,0,0.27,N,2,0.5,1
23,66000,RENT,2.0,EDUCATION,A,7000,7.66,0,0.11,N,3,0.48852500296016815,0
24,51992,MORTGAGE,9.0,PERSONAL,C,15000,13.98,0,0.29,N,3,0.8153721740404786,1
22,66000,RENT,0.0,EDUCATION,B,7000,9.99,0,0.11,N,4,0.41667209105569863,0
24,51996,MORTGAGE,3.0,PERSONAL,A,7000,7.49,0,0.13,N,3,0.4883779212420753,0
24,66000,RENT,2.0,VENTURE,B,7000,11.49,0,0.11,N,3,0.4887516461779813,0
24,60000,RENT,8.0,EDUCATION,A,7000,7.51,1,0.12,N,4,0.4320175169604503,0
21,51996,MORTGAGE,1.0,EDUCATION,A,18000,8.49,0,0.35,N,2,0.5,1
26,51996,MORTGAGE,8.0,DEBTCONSOLIDATION,A,18000,8.49,0,0.35,N,3,0.5264179918977216,1
23,51996,MORTGAGE,3.0,PERSONAL,A,5000,6.92,0,0.1,N,3,0.4889692873537095,0
24,51996,MORTGAGE,0.0,PERSONAL,B,12000,10.74,0,0.23,N,3,0.4794670711993949,0
25,67000,RENT,3.0,EDUCATION,A,7000,8.94,0,0.1,N,4,0.4285913541013607,0
25,45996,MORTGAGE,9.0,HOMEIMPROVEMENT,C,11000,12.68,1,0.24,N,2,0.5,1
26,67550,RENT,3.0,MEDICAL,A,7000,8.9,0,0.1,N,2,0.5,1
23,67752,RENT,3.0,EDUCATION,A,7000,6.62,0,0.1,N,4,0.4320175169604503,0
22,51996,OWN,6.0,VENTURE,C,8400,12.98,0,0.16,Y,4,0.4956644861648062,0
23,68700,RENT,2.0,VENTURE,C,7000,12.53,0,0.1,N,4,0.4770008558934875,0
25,69500,RENT,7.0,MEDICAL,C,7000,10.78,0,0.1,Y,3,0.4866431352666933,0
22,54400,RENT,2.0,MEDICAL,E,7000,10.99,1,0.11,Y,2,0.5,1
25,51996,MORTGAGE,6.0,VENTURE,C,7000,10.99,0,0.13,N,3,0.4875253725049173,0
25,70000,RENT,2.0,MEDICAL,C,7000,13.79,0,0.1,Y,3,0.5,1
22,51996,MORTGAGE,6.0,PERSONAL,A,6000,7.88,0,0.12,N,4,0.4320175169604503,0
25,70356,RENT,8.0,HOMEIMPROVEMENT,A,7000,7.29,0,0.1,N,4,0.4320175169604503,0
22,51996,OWN,7.0,VENTURE,B,6000,10.75,0,0.12,N,2,0.5,1
22,51996,MORTGAGE,6.0,EDUCATION,A,9600,7.14,0,0.18,N,4,0.4244883393939316,0
23,72000,RENT,0.0,MEDICAL,A,7000,7.9,0,0.1,N,2,0.5,1
23,72000,RENT,7.0,EDUCATION,C,7000,13.11,0,0.1,Y,4,0.4999999999999999,0
26,72000,RENT,8.0,PERSONAL,A,7000,9.32,0,0.1,N,2,0.5,1
23,66348,RENT,0.0,VENTURE,E,7000,17.04,1,0.11,N,4,0.6475504187807951,1
21,45996,MORTGAGE,2.0,EDUCATION,C,17000,13.16,1,0.37,Y,4,0.7052590021691104,1
25,72700,RENT,4.0,HOMEIMPROVEMENT,D,7000,14.84,0,0.1,Y,2,0.5,1
26,51996,MORTGAGE,10.0,PERSONAL,B,1500,9.7,0,0.03,N,3,0.48422912281305924,0
23,75000,RENT,2.0,PERSONAL,B,7000,6.0,0,0.09,N,3,0.4890773278568125,0
26,75000,RENT,0.0,DEBTCONSOLIDATION,A,7000,8.9,0,0.09,N,4,0.4289193260629002,0
25,75000,RENT,4.0,MEDICAL,A,7000,7.49,0,0.09,N,2,0.5,1
24,75000,RENT,2.0,HOMEIMPROVEMENT,B,7000,10.74,0,0.09,N,3,0.4864403174975962,0
23,46000,MORTGAGE,5.0,PERSONAL,B,9500,12.69,1,0.21,N,4,0.477504811036296,0
22,75000,RENT,5.0,EDUCATION,B,7000,10.99,0,0.09,N,2,0.5,1
22,52000,MORTGAGE,6.0,VENTURE,A,12000,6.62,0,0.23,N,3,0.4794670711993949,0
23,75800,RENT,0.0,PERSONAL,A,7000,6.54,0,0.09,N,2,0.5,1
22,76000,RENT,6.0,EDUCATION,B,7000,11.12,0,0.09,N,2,0.5,1
22,52000,MORTGAGE,5.0,EDUCATION,A,6000,7.9,0,0.12,N,4,0.4320175169604503,0
24,78300,RENT,2.0,VENTURE,A,7000,6.03,0,0.09,N,3,0.4890773278568125,0
24,52000,MORTGAGE,2.0,EDUCATION,B,18000,11.71,0,0.35,N,3,0.737873019326175,1
24,79000,RENT,3.0,PERSONAL,C,7000,12.54,0,0.09,N,3,0.4890773278568125,0
22,80000,RENT,4.0,DEBTCONSOLIDATION,A,7000,6.62,0,0.09,N,3,0.48907281768087824,0
23,74000,RENT,7.0,HOMEIMPROVEMENT,A,7000,6.03,1,0.09,N,3,0.4890773278568125,0
22,80000,RENT,4.0,PERSONAL,A,7000,7.51,0,0.09,N,2,0.5,1
23,80000,RENT,1.0,VENTURE,A,7000,7.14,0,0.09,N,2,0.5,1
26,80400,RENT,6.0,VENTURE,B,7000,10.65,0,0.09,N,2,0.5,1
23,52000,MORTGAGE,5.0,EDUCATION,B,12800,10.65,0,0.25,N,2,0.5,1
23,52000,OWN,7.0,EDUCATION,A,6000,10.99,0,0.12,N,3,0.4875253725049173,0
24,82000,RENT,8.0,EDUCATION,B,7000,10.0,0,0.09,N,4,0.41651476429951356,0
25,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,14500,10.65,0,0.28,N,4,0.6270140392372459,1
23,76000,RENT,0.0,PERSONAL,D,7000,14.96,1,0.09,N,4,0.509565935203484,1
23,52000,MORTGAGE,7.0,EDUCATION,A,22000,7.51,0,0.42,N,2,0.5,1
26,83000,RENT,6.0,MEDICAL,C,7000,13.49,0,0.08,Y,3,0.4999999999999998,0
23,52000,MORTGAGE,7.0,EDUCATION,A,8400,8.9,0,0.16,N,2,0.5,1
21,52000,OWN,1.0,EDUCATION,B,13200,12.42,0,0.25,N,2,0.5,1
26,52000,MORTGAGE,2.0,EDUCATION,A,6000,8.9,0,0.12,N,4,0.4289193260629002,0
26,52000,OWN,10.0,PERSONAL,A,10000,8.9,0,0.19,N,3,0.4852203080869991,0
24,52000,MORTGAGE,9.0,VENTURE,B,11300,10.99,0,0.22,N,3,0.4814587423598972,0
23,83236,RENT,6.0,EDUCATION,A,7000,6.92,0,0.08,N,2,0.5,1
21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,5000,7.9,0,0.1,N,3,0.48831688906139675,0
25,66300,RENT,3.0,MEDICAL,B,7000,9.25,1,0.09,N,3,0.4863151666559032,0
21,52000,MORTGAGE,4.0,PERSONAL,D,2000,15.62,0,0.04,N,4,0.5499443949150079,1
25,52000,MORTGAGE,8.0,EDUCATION,C,3900,10.99,0,0.07,N,4,0.4313482624053601,0
21,52000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,13250,5.99,0,0.25,N,2,0.5,1
26,52000,MORTGAGE,6.0,PERSONAL,B,3300,10.99,0,0.06,N,2,0.5,1
26,85000,RENT,10.0,EDUCATION,B,7000,12.42,0,0.08,N,4,0.47251486981978474,0
24,27311,RENT,1.0,MEDICAL,C,6250,12.87,0,0.23,Y,4,0.4852178700266302,0
25,52000,MORTGAGE,3.0,PERSONAL,A,6000,8.49,0,0.12,N,3,0.48764014195989136,0
22,28500,RENT,2.0,HOMEIMPROVEMENT,D,6250,14.84,1,0.22,N,4,0.5043361269112402,1
24,29000,RENT,0.0,DEBTCONSOLIDATION,B,6250,10.99,0,0.22,N,2,0.5,1
22,29100,RENT,2.0,PERSONAL,D,6250,16.07,1,0.21,Y,3,0.5847457755621721,1
25,29120,RENT,1.0,VENTURE,C,6250,15.96,0,0.21,Y,3,0.575552987741102,1
26,46000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,7000,9.99,1,0.15,N,3,0.4842474015096401,0
25,46000,MORTGAGE,5.0,MEDICAL,B,6000,10.99,1,0.13,N,3,0.4875253725049173,0
23,38400,RENT,3.0,DEBTCONSOLIDATION,A,6250,8.9,0,0.16,N,4,0.4289193260629002,0
26,52000,OWN,10.0,VENTURE,A,8000,8.49,0,0.15,N,3,0.48764014195989136,0
23,54000,RENT,3.0,DEBTCONSOLIDATION,A,6250,6.99,0,0.12,N,3,0.4886249233972708,0
21,30000,RENT,2.0,DEBTCONSOLIDATION,B,6300,11.71,0,0.21,N,3,0.4830067267111194,0
24,90000,RENT,0.0,MEDICAL,C,7000,13.99,0,0.08,N,4,0.4999999999999999,0
22,90000,RENT,2.0,PERSONAL,B,7000,8.88,0,0.08,N,3,0.4870359420461148,0
24,46000,MORTGAGE,8.0,PERSONAL,C,29100,12.99,1,0.63,Y,2,0.5,1
22,52000,MORTGAGE,0.0,EDUCATION,C,20000,13.99,0,0.38,Y,3,0.8175414795502166,1
22,52000,MORTGAGE,6.0,VENTURE,C,2650,12.99,0,0.05,Y,3,0.4964367491008442,0
25,90000,RENT,3.0,PERSONAL,C,7000,13.16,0,0.08,N,2,0.5,1
25,95000,RENT,1.0,DEBTCONSOLIDATION,A,7000,6.99,0,0.07,N,2,0.5,1
22,70550,RENT,0.0,MEDICAL,E,7000,15.88,1,0.08,N,3,0.5691321326580984,1
24,96000,RENT,6.0,DEBTCONSOLIDATION,B,7000,9.91,0,0.07,N,2,0.5,1
26,97000,RENT,2.0,DEBTCONSOLIDATION,A,7000,7.91,0,0.07,N,4,0.4320175169604503,0
26,99100,RENT,2.0,PERSONAL,A,7000,7.49,0,0.07,N,3,0.4886508386744971,0
26,100840,RENT,10.0,DEBTCONSOLIDATION,B,7000,9.99,0,0.07,N,3,0.4842474015096401,0
24,52000,MORTGAGE,6.0,VENTURE,A,9000,5.79,0,0.17,N,2,0.5,1
22,105000,RENT,6.0,MEDICAL,A,7000,7.74,0,0.07,N,3,0.48845823084166745,0
24,110000,RENT,1.0,MEDICAL,A,7000,7.51,0,0.06,N,2,0.5,1
24,52000,MORTGAGE,8.0,EDUCATION,A,3000,7.66,0,0.06,N,4,0.4320175169604503,0
24,52000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,15000,10.0,0,0.29,N,2,0.5,1
23,111000,RENT,7.0,EDUCATION,A,7000,8.0,0,0.06,N,3,0.48821857989632683,0
24,52000,MORTGAGE,8.0,MEDICAL,A,14500,7.29,0,0.28,N,4,0.47367346160500556,0
22,115200,RENT,0.0,DEBTCONSOLIDATION,A,7000,7.66,0,0.06,N,2,0.5,1
25,52000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,8500,10.74,0,0.16,N,3,0.4864403174975962,0
22,52000,MORTGAGE,6.0,EDUCATION,C,9750,13.06,0,0.19,N,3,0.4983856040316141,0
26,52000,OWN,10.0,EDUCATION,D,5000,15.65,0,0.1,Y,4,0.5520333084486695,1
24,118000,RENT,5.0,HOMEIMPROVEMENT,A,7000,8.49,0,0.06,N,2,0.5,1
26,52000,MORTGAGE,7.0,VENTURE,B,6500,10.74,0,0.13,N,2,0.5,1
23,120000,RENT,1.0,PERSONAL,B,7000,10.75,0,0.06,N,2,0.5,1
25,52000,MORTGAGE,7.0,MEDICAL,A,6000,7.66,0,0.12,N,2,0.5,1
25,52000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,24500,6.17,0,0.47,N,3,0.6369976581887059,1
26,150000,RENT,3.0,MEDICAL,B,7000,9.63,0,0.05,N,4,0.42158467103102876,0
22,28000,RENT,0.0,EDUCATION,C,6975,12.29,0,0.25,N,4,0.5328383287905271,1
26,52000,MORTGAGE,10.0,HOMEIMPROVEMENT,B,10750,9.62,0,0.21,N,2,0.5,1
24,25000,RENT,0.0,MEDICAL,D,6950,14.42,1,0.28,Y,3,0.7748687360844395,1
23,30000,RENT,0.0,EDUCATION,C,6300,14.35,0,0.21,N,4,0.49999999999999994,0
24,52000,OWN,4.0,DEBTCONSOLIDATION,D,7000,14.09,0,0.13,Y,4,0.5000000000000001,1
22,30000,RENT,0.0,VENTURE,C,6300,13.22,0,0.21,Y,3,0.49999999999999994,0
26,37000,RENT,10.0,PERSONAL,B,6300,10.99,0,0.17,N,3,0.4866911962627945,0
21,42504,RENT,0.0,EDUCATION,A,6300,6.99,0,0.15,N,3,0.48769182082219165,0
24,46000,MORTGAGE,6.0,DEBTCONSOLIDATION,D,12000,14.83,1,0.26,Y,3,0.6729385925797611,1
22,50724,RENT,7.0,EDUCATION,C,6300,15.96,0,0.12,Y,4,0.575552987741102,1
24,52000,MORTGAGE,0.0,EDUCATION,C,1200,13.98,0,0.02,Y,2,0.5,1
24,46000,MORTGAGE,9.0,EDUCATION,A,12000,7.88,1,0.26,N,4,0.4252262346128225,0
25,52000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.23,N,3,0.4794670711993949,0
22,52000,MORTGAGE,5.0,VENTURE,C,3000,14.35,0,0.06,N,2,0.5,1
25,54503,RENT,9.0,EDUCATION,A,6300,7.51,0,0.12,N,2,0.5,1
24,58650,RENT,6.0,MEDICAL,D,6300,14.91,1,0.09,Y,2,0.5,1
25,84000,RENT,5.0,VENTURE,A,6300,7.88,0,0.07,N,3,0.4883363543424271,0
25,25000,RENT,3.0,MEDICAL,A,6325,8.9,0,0.25,N,4,0.383896296358366,0
26,55000,RENT,5.0,PERSONAL,B,6325,10.65,0,0.12,N,4,0.42409716638611994,0
22,60200,RENT,2.0,DEBTCONSOLIDATION,A,6325,7.51,0,0.11,N,3,0.4886367513483062,0
23,74415,RENT,1.0,PERSONAL,D,6350,12.92,1,0.09,Y,3,0.4939626883763987,0
26,32000,RENT,7.0,DEBTCONSOLIDATION,B,6375,10.74,0,0.2,N,2,0.5,1
25,44000,RENT,4.0,EDUCATION,A,6375,10.99,0,0.14,N,2,0.5,1
23,52000,OWN,2.0,EDUCATION,B,6000,10.75,0,0.12,N,4,0.42659353235259634,0
24,52000,MORTGAGE,2.0,MEDICAL,A,4800,10.99,0,0.09,N,2,0.5,1
