person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,ann_score,risk_score_tahap3,predicted_tahap3
22,47004,RENT,2.0,PERSONAL,A,4000,10.99,0,0.09,N,3,0.0758037672041621,0.39284846136147344,0
23,47004,RENT,3.0,EDUCATION,C,4000,12.53,0,0.09,Y,4,0.10496557288238649,0.4999999999999998,0
24,47088,RENT,8.0,DEBTCONSOLIDATION,A,4000,6.62,0,0.08,N,4,0.0319238035400599,0.17630275896925715,0
22,48000,RENT,6.0,EDUCATION,B,4000,9.91,0,0.08,N,3,0.06344400994179987,0.39284846136147344,0
22,48000,RENT,3.0,EDUCATION,A,4000,10.99,0,0.08,N,4,0.07123440473160995,0.40478154326605403,0
21,39600,OWN,5.0,PERSONAL,A,3500,6.62,0,0.09,N,3,0.03185915503567216,0.19061937055220915,0
26,48000,RENT,3.0,VENTURE,A,4000,5.79,0,0.08,N,2,0.024703014975149654,0.5,1
25,48000,RENT,0.0,VENTURE,A,4000,7.29,0,0.08,N,4,0.038470643236889104,0.17630275896925715,0
25,39600,MORTGAGE,5.0,HOMEIMPROVEMENT,B,4800,12.42,0,0.12,N,4,0.10744228272371788,0.4999999999999998,0
24,42000,RENT,8.0,HOMEIMPROVEMENT,B,4000,11.86,1,0.1,N,2,0.10309404299359082,0.5,1
24,42000,RENT,2.0,HOMEIMPROVEMENT,C,4000,12.73,1,0.1,Y,3,0.12480952383744187,0.5000000000000006,1
25,39600,MORTGAGE,9.0,PERSONAL,B,5000,8.88,0,0.13,N,3,0.05950734515605837,0.39284846136147344,0
23,39600,MORTGAGE,7.0,MEDICAL,A,6000,7.88,0,0.15,N,3,0.05985844103847933,0.19061937055220915,0
23,39600,MORTGAGE,8.0,EDUCATION,A,8250,9.32,0,0.21,N,2,0.11104603708104961,0.5,1
26,33660,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4500,5.99,1,0.13,N,2,0.0370762150356759,0.5,1
24,44000,RENT,1.0,DEBTCONSOLIDATION,D,4000,17.58,1,0.09,N,2,0.5582222248141859,0.5,1
24,50000,RENT,1.0,HOMEIMPROVEMENT,A,4000,5.42,0,0.08,N,2,0.02324727894927979,0.5,1
26,39672,MORTGAGE,10.0,PERSONAL,D,11500,15.7,0,0.29,N,4,0.6264715789203698,0.5290003928061597,1
23,39689,OWN,1.0,VENTURE,C,13000,13.57,0,0.33,Y,2,0.6187174178805542,0.5,1
23,39700,MORTGAGE,8.0,EDUCATION,A,8400,7.51,0,0.21,N,4,0.08296831663133536,0.17630275896925715,0
24,50000,RENT,6.0,PERSONAL,A,4000,7.66,0,0.08,N,4,0.042620448667557195,0.17630275896925715,0
24,50000,RENT,0.0,PERSONAL,A,4000,10.99,0,0.08,N,4,0.07123440473160995,0.40478154326605403,0
25,50000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,N,2,0.07161531877119738,0.5,1
23,50000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.08,N,2,0.02324727894927979,0.5,1
23,39800,MORTGAGE,5.0,MEDICAL,B,9750,10.99,0,0.24,N,3,0.16086711942092718,0.39284846136147344,0
25,50000,RENT,6.0,MEDICAL,A,4000,6.92,0,0.08,N,4,0.03471024088461524,0.17630275896925715,0
23,50000,RENT,3.0,EDUCATION,C,4000,12.61,0,0.08,Y,2,0.125349092084522,0.5,1
24,50000,RENT,1.0,VENTURE,A,4000,7.88,0,0.08,N,3,0.04389339299918735,0.19061937055220915,0
22,39875,MORTGAGE,5.0,VENTURE,B,10000,10.99,0,0.25,N,3,0.17892087193003547,0.39284846136147344,0
23,50000,RENT,4.0,VENTURE,D,4000,14.96,0,0.08,N,3,0.3396663639467958,0.5000000000000006,1
22,50000,RENT,7.0,MEDICAL,A,4000,7.4,0,0.08,N,2,0.03724320892186786,0.5,1
25,50000,RENT,3.0,EDUCATION,D,4000,14.61,0,0.08,N,2,0.29728897522002207,0.5,1
22,50004,RENT,2.0,DEBTCONSOLIDATION,A,4000,6.92,0,0.08,N,2,0.03258310185203597,0.5,1
24,50004,RENT,5.0,EDUCATION,A,4000,7.88,0,0.08,N,2,0.042540506633520624,0.5,1
22,44582,RENT,6.0,HOMEIMPROVEMENT,A,4000,5.99,1,0.09,N,4,0.029605102291359753,0.17630275896925715,0
26,39990,MORTGAGE,3.0,HOMEIMPROVEMENT,C,2400,14.27,0,0.06,Y,2,0.2471202116094196,0.5,1
21,50808,RENT,2.0,EDUCATION,A,4000,6.17,0,0.08,N,4,0.028290821116889433,0.17630275896925715,0
22,39996,MORTGAGE,7.0,MEDICAL,B,6000,12.42,0,0.15,N,4,0.11641221473194036,0.4999999999999998,0
24,39996,MORTGAGE,1.0,PERSONAL,B,3000,9.91,0,0.08,N,4,0.06016212790653873,0.3815805466193539,0
23,50952,RENT,0.0,EDUCATION,C,4000,11.54,0,0.08,Y,4,0.07949826395680173,0.4498493844495729,0
24,45000,RENT,0.0,DEBTCONSOLIDATION,D,4000,15.99,1,0.09,N,4,0.48869143431430834,0.4999999999999998,0
23,51600,RENT,6.0,PERSONAL,B,4000,9.91,0,0.08,N,3,0.06344400994179987,0.39284846136147344,0
24,39996,MORTGAGE,4.0,EDUCATION,C,5000,14.82,0,0.13,Y,3,0.33624855359603023,0.5000000000000006,1
23,45630,RENT,0.0,DEBTCONSOLIDATION,E,4000,19.29,1,0.09,Y,3,0.6289164987905532,0.5000000000000006,1
23,51996,RENT,7.0,DEBTCONSOLIDATION,C,4000,13.98,0,0.08,Y,2,0.22673396102506477,0.5,1
24,52000,RENT,3.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.08,N,3,0.06794140851061396,0.39284846136147344,0
23,39996,OWN,1.0,MEDICAL,B,11000,9.63,0,0.28,N,3,0.25511697642660597,0.39284846136147344,0
24,52000,RENT,3.0,MEDICAL,B,4000,9.88,0,0.08,N,2,0.06659440599458068,0.5,1
25,46392,RENT,9.0,DEBTCONSOLIDATION,D,4000,16.32,1,0.09,Y,3,0.5196147763387139,0.5000000000000006,1
26,52800,RENT,1.0,PERSONAL,A,4000,10.99,0,0.08,N,3,0.07447123560119254,0.39284846136147344,0
22,53285,RENT,0.0,EDUCATION,A,4000,7.9,0,0.08,N,4,0.04440593026171558,0.17630275896925715,0
24,53636,RENT,8.0,EDUCATION,B,4000,10.62,0,0.07,N,2,0.07300127999446371,0.5,1
23,48000,RENT,8.0,PERSONAL,B,4000,10.37,1,0.08,N,3,0.06794140851061396,0.39284846136147344,0
25,54000,RENT,2.0,EDUCATION,B,4000,11.89,0,0.07,N,2,0.09638103931932751,0.5,1
26,54996,RENT,0.0,PERSONAL,A,4000,7.51,0,0.07,N,4,0.039704535431146395,0.17630275896925715,0
22,39996,OWN,5.0,EDUCATION,C,3500,10.99,0,0.09,N,2,0.0798664013142211,0.5,1
23,55000,RENT,8.0,MEDICAL,B,4000,10.99,0,0.07,N,2,0.07709305043429912,0.5,1
26,55000,RENT,0.0,EDUCATION,A,4000,6.92,0,0.07,N,4,0.03369856030847362,0.17630275896925715,0
21,55000,RENT,5.0,DEBTCONSOLIDATION,C,4000,13.35,0,0.07,Y,2,0.16360784505503892,0.5,1
23,55000,RENT,5.0,PERSONAL,B,4000,11.86,0,0.07,N,4,0.08240494676032428,0.4809271969714134,0
23,55000,RENT,4.0,MEDICAL,B,4000,12.53,0,0.07,N,2,0.11696286721582554,0.5,1
24,55000,RENT,0.0,EDUCATION,B,4000,11.26,0,0.07,N,4,0.07320734375855832,0.425678496942598,0
23,56000,RENT,7.0,VENTURE,C,4000,15.23,0,0.07,Y,4,0.37326883797999283,0.4999999999999998,0
23,39996,MORTGAGE,5.0,EDUCATION,A,10000,7.51,0,0.25,N,3,0.1295249903628144,0.39284846136147344,0
21,57000,RENT,6.0,EDUCATION,A,4000,7.49,0,0.07,N,4,0.039485080998525005,0.17630275896925715,0
21,39996,MORTGAGE,5.0,PERSONAL,B,8000,10.25,0,0.2,N,4,0.09770131910464751,0.3815805466193539,0
22,57000,RENT,6.0,VENTURE,B,4000,10.99,0,0.07,N,2,0.07709305043429912,0.5,1
23,57500,RENT,1.0,VENTURE,B,4000,8.88,0,0.07,N,2,0.054376995218157906,0.5,1
23,39996,MORTGAGE,3.0,EDUCATION,A,3600,7.51,0,0.09,N,4,0.0421070331809453,0.17630275896925715,0
21,39996,MORTGAGE,6.0,EDUCATION,C,13000,13.48,0,0.33,N,2,0.6144619411893936,0.5,1
23,57600,RENT,1.0,DEBTCONSOLIDATION,A,4000,7.75,0,0.07,N,2,0.039850061891287855,0.5,1
26,39996,OWN,10.0,VENTURE,C,7000,13.57,0,0.18,Y,3,0.21423310230223278,0.5000000000000006,1
23,58000,RENT,1.0,VENTURE,B,4000,10.74,0,0.07,N,2,0.07430592812227861,0.5,1
22,58000,RENT,5.0,EDUCATION,B,4000,10.0,0,0.07,N,4,0.05988936863549761,0.3815805466193539,0
23,58320,RENT,4.0,MEDICAL,B,4000,10.37,0,0.07,N,2,0.07035081003988006,0.5,1
22,39996,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,8.0,0,0.15,N,3,0.06006824325369917,0.19061937055220915,0
26,52800,RENT,4.0,PERSONAL,B,4000,9.99,1,0.08,N,3,0.06420571599822993,0.39284846136147344,0
25,39996,MORTGAGE,7.0,VENTURE,B,3200,10.99,0,0.08,N,4,0.07123440473160995,0.40478154326605403,0
22,60000,RENT,6.0,EDUCATION,A,4000,7.51,0,0.07,N,3,0.03847556282635078,0.19061937055220915,0
23,60000,RENT,7.0,EDUCATION,D,4000,15.33,0,0.07,Y,2,0.3909372125680404,0.5,1
23,60000,RENT,1.0,EDUCATION,B,4000,11.83,0,0.07,N,3,0.08760573539872137,0.4502354571188742,0
26,54000,RENT,0.0,MEDICAL,C,4000,13.47,1,0.07,N,2,0.17361570975596174,0.5,1
22,60000,RENT,6.0,PERSONAL,B,4000,12.21,0,0.07,N,3,0.09882198946110304,0.5000000000000006,1
24,39996,MORTGAGE,8.0,DEBTCONSOLIDATION,C,7500,12.22,0,0.19,N,4,0.12741742677099555,0.4999999999999998,0
26,62000,RENT,1.0,EDUCATION,C,4000,13.06,0,0.06,Y,2,0.13695877949565385,0.5,1
26,39996,MORTGAGE,10.0,VENTURE,A,6500,8.32,0,0.16,N,3,0.06466146194462764,0.2985606805823172,0
23,62000,RENT,3.0,PERSONAL,C,4000,10.59,0,0.06,Y,3,0.0677330861533584,0.39284846136147344,0
24,56400,RENT,0.0,EDUCATION,E,4000,14.75,1,0.07,Y,2,0.31034363860259123,0.5,1
25,62500,RENT,9.0,EDUCATION,A,4000,8.9,0,0.06,N,3,0.0525829302558863,0.39284846136147344,0
25,62500,RENT,6.0,DEBTCONSOLIDATION,B,4000,10.37,0,0.06,N,3,0.06555265042773048,0.39284846136147344,0
21,63000,RENT,0.0,EDUCATION,B,4000,11.49,0,0.06,N,3,0.0783071016375725,0.39284846136147344,0
22,63000,RENT,5.0,EDUCATION,B,4000,10.99,0,0.06,N,4,0.0681845533539661,0.40478154326605403,0
23,63500,RENT,0.0,EDUCATION,C,4000,10.99,0,0.06,N,4,0.0681845533539661,0.40478154326605403,0
22,40000,MORTGAGE,6.0,PERSONAL,B,14400,12.69,0,0.36,N,3,0.6535679535734166,0.5397034378883327,1
22,40000,MORTGAGE,6.0,MEDICAL,A,9875,7.9,0,0.25,N,4,0.1301561018642599,0.38629878704492043,0
24,65000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.51,0,0.06,N,3,0.03735838380483981,0.19061937055220915,0
25,65000,RENT,3.0,PERSONAL,A,4000,6.62,0,0.06,N,2,0.0282321546097395,0.5,1
26,40000,MORTGAGE,10.0,HOMEIMPROVEMENT,C,12000,13.49,0,0.3,N,2,0.46468609007232675,0.5,1
24,65000,RENT,1.0,MEDICAL,A,4000,5.42,0,0.06,N,2,0.020135760781551937,0.5,1
23,65000,RENT,1.0,PERSONAL,A,4000,7.49,0,0.06,N,4,0.03833975834177298,0.17630275896925715,0
25,65499,RENT,9.0,VENTURE,C,4000,12.23,0,0.06,N,4,0.09064873264308439,0.4999999999999998,0
23,40000,MORTGAGE,5.0,EDUCATION,B,18000,9.91,0,0.45,N,2,0.7405764724945614,0.5,1
23,61000,RENT,2.0,DEBTCONSOLIDATION,D,4000,16.0,1,0.07,Y,4,0.4857162511176234,0.4999999999999998,0
24,67200,RENT,5.0,HOMEIMPROVEMENT,D,4000,10.99,0,0.06,Y,2,0.07590666580966039,0.5,1
23,67450,RENT,8.0,EDUCATION,A,4000,6.76,0,0.06,N,3,0.03030887150519379,0.19061937055220915,0
22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12000,13.49,0,0.3,N,2,0.46468609007232675,0.5,1
25,68000,RENT,0.0,VENTURE,A,4000,6.76,0,0.06,N,2,0.029361830269968095,0.5,1
22,63000,RENT,6.0,HOMEIMPROVEMENT,B,4000,11.12,1,0.06,N,2,0.07848860695364994,0.5,1
23,69360,RENT,5.0,DEBTCONSOLIDATION,A,4000,7.74,0,0.06,N,3,0.039819785020605764,0.19061937055220915,0
23,63996,RENT,2.0,HOMEIMPROVEMENT,D,4000,10.99,1,0.06,Y,2,0.07590666580966039,0.5,1
21,70000,RENT,5.0,EDUCATION,A,4000,7.9,0,0.06,N,2,0.04033711674212338,0.5,1
26,70000,RENT,4.0,DEBTCONSOLIDATION,A,4000,5.99,0,0.06,N,4,0.025209531734388006,0.17630275896925715,0
24,70000,RENT,8.0,VENTURE,C,4000,13.49,0,0.06,Y,4,0.1595486634785872,0.4999999999999998,0
23,40000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6000,10.65,0,0.15,N,4,0.08196521058627934,0.3816208618453733,0
26,70000,RENT,4.0,VENTURE,C,4000,13.06,0,0.06,Y,4,0.13184194728620732,0.4999999999999998,0
26,70000,RENT,5.0,PERSONAL,C,4000,13.85,0,0.06,N,4,0.190407998714973,0.4999999999999998,0
23,34000,MORTGAGE,3.0,VENTURE,C,12000,14.27,1,0.35,N,4,0.6807359312357636,0.4999999999999998,0
25,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,7100,10.99,0,0.18,N,2,0.11026480855698745,0.5,1
24,72000,RENT,4.0,DEBTCONSOLIDATION,A,4000,7.88,0,0.06,N,3,0.04139337549934785,0.19061937055220915,0
25,75000,RENT,4.0,PERSONAL,B,4000,11.49,0,0.05,N,2,0.08547604460948727,0.5,1
22,40000,MORTGAGE,6.0,MEDICAL,A,5000,6.03,0,0.13,N,2,0.03731714416827085,0.5,1
22,34000,MORTGAGE,6.0,MEDICAL,B,4500,11.71,1,0.13,N,2,0.11099154276936295,0.5,1
25,40000,MORTGAGE,7.0,EDUCATION,A,2100,6.03,0,0.05,N,2,0.023213645809326694,0.5,1
23,40000,MORTGAGE,7.0,VENTURE,A,5000,6.62,0,0.13,N,4,0.04412272354298013,0.17630275896925715,0
24,40000,MORTGAGE,1.0,MEDICAL,B,7500,12.42,0,0.19,N,4,0.13245963892540355,0.4999999999999998,0
23,40000,MORTGAGE,4.0,PERSONAL,B,6000,10.99,0,0.15,N,2,0.10083004658605418,0.5,1
22,77250,RENT,3.0,PERSONAL,B,4000,11.71,0,0.05,N,3,0.08207343516781586,0.4263450962733473,0
22,78972,RENT,5.0,MEDICAL,C,4000,10.99,0,0.05,Y,2,0.07518939913299165,0.5,1
24,40000,MORTGAGE,6.0,EDUCATION,B,5400,12.42,0,0.14,N,3,0.12669663594704175,0.5000000000000006,1
25,80000,RENT,2.0,DEBTCONSOLIDATION,B,4000,10.59,0,0.05,N,3,0.06653221335578267,0.39284846136147344,0
22,40000,MORTGAGE,2.0,EDUCATION,A,10000,6.03,0,0.25,N,3,0.09402443226366487,0.39284846136147344,0
23,80000,RENT,3.0,EDUCATION,D,4000,14.46,0,0.05,Y,4,0.24708098166881437,0.4999999999999998,0
22,80000,RENT,6.0,EDUCATION,B,4000,11.12,0,0.05,N,4,0.06828245177723932,0.41457539185407727,0
22,40000,MORTGAGE,3.0,MEDICAL,B,6700,10.65,0,0.17,N,4,0.08947273152182238,0.3816208618453733,0
24,81996,RENT,1.0,DEBTCONSOLIDATION,C,4000,12.53,0,0.05,N,4,0.10446656854181169,0.4999999999999998,0
26,82000,RENT,2.0,EDUCATION,C,4000,13.48,0,0.05,N,2,0.16603083944144803,0.5,1
26,34000,MORTGAGE,5.0,EDUCATION,B,5500,10.65,1,0.16,N,3,0.09176294665378124,0.39284846136147344,0
23,92000,RENT,2.0,EDUCATION,A,4000,5.42,0,0.04,N,2,0.01896206021135446,0.5,1
24,93000,RENT,8.0,MEDICAL,A,4000,5.42,0,0.04,N,2,0.01896206021135446,0.5,1
24,95000,RENT,0.0,EDUCATION,A,4000,7.9,0,0.04,N,4,0.040499540535356045,0.17630275896925715,0
23,95000,RENT,7.0,EDUCATION,B,4000,11.49,0,0.04,N,3,0.07683738744819799,0.39284846136147344,0
23,40000,OWN,1.0,VENTURE,B,15000,12.42,0,0.38,N,4,0.6794349422200944,0.5683668906661529,1
24,40000,MORTGAGE,3.0,EDUCATION,B,6400,9.91,0,0.16,N,4,0.07290451794401921,0.3815805466193539,0
26,98000,RENT,3.0,VENTURE,A,4000,9.32,0,0.04,N,2,0.05620932052624097,0.5,1
22,40000,MORTGAGE,6.0,MEDICAL,A,7500,7.51,0,0.19,N,3,0.07575689485464782,0.19061937055220915,0
23,88000,RENT,4.0,HOMEIMPROVEMENT,A,4000,7.14,1,0.05,N,4,0.033771150340708114,0.17630275896925715,0
24,40000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,4500,6.62,0,0.11,N,3,0.03670592655180426,0.19061937055220915,0
22,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,2000,7.9,0,0.05,N,2,0.039168087354753404,0.5,1
21,40000,OWN,0.0,EDUCATION,C,2500,14.27,0,0.06,N,2,0.2471202116094196,0.5,1
26,34000,MORTGAGE,3.0,MEDICAL,D,4000,17.58,1,0.12,N,3,0.5658070261894798,0.5000000000000006,1
26,130000,RENT,0.0,EDUCATION,B,4000,10.99,0,0.03,N,3,0.0681264621290115,0.39284846136147344,0
24,118068,RENT,0.0,DEBTCONSOLIDATION,B,4000,10.51,1,0.03,N,3,0.06342806142327745,0.39284846136147344,0
26,131000,RENT,10.0,HOMEIMPROVEMENT,C,4000,12.84,0,0.03,Y,3,0.12033472169960352,0.5000000000000006,1
21,40000,MORTGAGE,5.0,PERSONAL,A,5000,6.62,0,0.13,N,2,0.0410502549887682,0.5,1
26,158000,RENT,0.0,HOMEIMPROVEMENT,D,4000,14.84,1,0.03,N,3,0.28778407237000425,0.5000000000000006,1
24,15000,RENT,8.0,DEBTCONSOLIDATION,C,4200,13.11,1,0.28,Y,2,0.34124839937479573,0.5,1
24,16000,RENT,2.0,DEBTCONSOLIDATION,D,4200,10.99,1,0.26,N,4,0.19317607790787908,0.40478154326605403,0
21,19000,RENT,2.0,HOMEIMPROVEMENT,C,4200,10.99,1,0.22,Y,2,0.14109487842154333,0.5,1
23,21000,RENT,3.0,EDUCATION,A,4200,10.99,0,0.2,N,3,0.11243568657245227,0.39284846136147344,0
24,40000,MORTGAGE,6.0,VENTURE,B,10000,9.91,0,0.25,N,3,0.1608117724372065,0.39284846136147344,0
23,21600,RENT,0.0,PERSONAL,C,4200,15.23,0,0.19,N,4,0.43225498433552123,0.4999999999999998,0
22,22560,RENT,3.0,PERSONAL,D,4200,15.2,1,0.19,Y,4,0.4285227408380135,0.4999999999999998,0
23,40000,MORTGAGE,7.0,MEDICAL,A,4000,7.51,0,0.1,N,2,0.040724975515378424,0.5,1
23,23520,RENT,8.0,MEDICAL,A,4200,10.99,0,0.18,N,3,0.10409077621892521,0.39284846136147344,0
25,24996,RENT,1.0,PERSONAL,C,4200,14.26,0,0.17,Y,2,0.29284608399569856,0.5,1
24,26000,RENT,0.0,PERSONAL,E,4200,16.0,1,0.16,N,2,0.49697296366254223,0.5,1
25,40000,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8000,10.99,0,0.2,N,4,0.10490158501931317,0.40478154326605403,0
26,29000,RENT,10.0,DEBTCONSOLIDATION,B,4200,10.99,0,0.14,N,3,0.0904796792533211,0.39284846136147344,0
26,30000,RENT,3.0,PERSONAL,B,4200,9.91,0,0.14,N,4,0.06735673382715851,0.3815805466193539,0
26,30000,RENT,1.0,EDUCATION,D,4200,16.49,1,0.14,N,3,0.5245981645873163,0.5000000000000006,1
25,30000,RENT,3.0,MEDICAL,D,4200,15.99,0,0.14,N,3,0.4987459507132753,0.5000000000000006,1
25,12000,RENT,3.0,DEBTCONSOLIDATION,C,4350,12.98,1,0.36,Y,4,0.6533659259508049,0.5174017699644331,1
22,22000,RENT,6.0,MEDICAL,C,4350,11.54,0,0.2,N,3,0.12527079267222518,0.39713744706073,0
23,40000,OWN,7.0,MEDICAL,A,5000,8.49,0,0.13,N,4,0.05319826871928161,0.2882343795326924,0
23,40000,MORTGAGE,3.0,VENTURE,B,4000,9.99,0,0.1,N,4,0.06311721743316963,0.3815805466193539,0
26,40000,MORTGAGE,3.0,MEDICAL,A,2200,8.49,0,0.06,N,3,0.04896971835312386,0.37904857925328855,0
25,40000,MORTGAGE,0.0,MEDICAL,A,3600,7.49,0,0.09,N,3,0.04058156653131806,0.19061937055220915,0
24,14400,RENT,0.0,DEBTCONSOLIDATION,B,4375,10.99,1,0.3,N,2,0.3960929702903508,0.5,1
23,40000,MORTGAGE,7.0,PERSONAL,B,4000,10.99,0,0.1,N,4,0.0751438096802173,0.40478154326605403,0
26,40000,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6000,11.99,0,0.15,N,2,0.1264151259033087,0.5,1
26,15000,RENT,0.0,DEBTCONSOLIDATION,B,4375,12.69,1,0.29,N,4,0.35950508691746014,0.4999999999999998,0
24,22044,RENT,3.0,HOMEIMPROVEMENT,E,4375,16.4,1,0.2,Y,3,0.5324400935721868,0.5000000000000006,1
26,24480,RENT,0.0,MEDICAL,A,4375,5.79,0,0.18,N,4,0.05572083314725487,0.18463510406088027,0
23,50000,RENT,5.0,DEBTCONSOLIDATION,A,4375,8.49,0,0.09,N,2,0.05179960318101209,0.5,1
22,14400,RENT,0.0,HOMEIMPROVEMENT,E,4400,19.91,1,0.31,N,4,0.8690721694052733,0.6503621409805317,1
22,19200,RENT,6.0,PERSONAL,B,4400,11.49,1,0.23,N,2,0.16031783043081238,0.5,1
21,20000,RENT,3.0,PERSONAL,A,4400,6.91,0,0.22,N,4,0.08668153222874453,0.17630275896925715,0
24,25000,RENT,0.0,DEBTCONSOLIDATION,A,4400,6.76,0,0.18,N,3,0.06270122333091177,0.19061937055220915,0
21,40000,MORTGAGE,5.0,EDUCATION,C,2000,12.99,0,0.05,Y,4,0.1283928582007914,0.4999999999999998,0
22,32496,RENT,5.0,PERSONAL,A,4400,8.49,0,0.14,N,4,0.05441848167100453,0.2882343795326924,0
23,40000,MORTGAGE,3.0,MEDICAL,A,5000,5.42,0,0.13,N,3,0.035054387993940034,0.5,1
23,40000,MORTGAGE,7.0,EDUCATION,C,6000,14.79,0,0.15,N,2,0.34451264234075046,0.5,1
26,40000,MORTGAGE,5.0,EDUCATION,A,7200,7.49,0,0.18,N,2,0.06789145499975402,0.5,1
22,34000,MORTGAGE,6.0,VENTURE,D,15000,15.99,1,0.44,Y,2,0.8695945414550237,0.5,1
23,38000,RENT,5.0,VENTURE,B,4400,11.71,0,0.12,N,2,0.10703307186931832,0.5,1
23,43000,RENT,7.0,MEDICAL,B,4400,11.99,1,0.1,N,4,0.08795432804534661,0.4945541936776251,0
22,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,5000,12.99,0,0.13,Y,2,0.16197819859620918,0.5,1
24,49000,RENT,8.0,DEBTCONSOLIDATION,D,4400,16.77,1,0.09,Y,3,0.5364012648823706,0.5000000000000006,1
22,60000,RENT,0.0,EDUCATION,C,4400,15.23,0,0.07,Y,3,0.3754216112458029,0.5000000000000006,1
24,72000,RENT,6.0,PERSONAL,A,4400,10.99,0,0.06,N,4,0.0681845533539661,0.40478154326605403,0
24,80000,RENT,7.0,EDUCATION,E,4400,19.03,0,0.06,Y,2,0.6155584654952874,0.5,1
23,40000,MORTGAGE,7.0,VENTURE,B,13000,9.99,0,0.33,N,3,0.5338489914071031,0.5000000000000006,1
26,95459,RENT,10.0,DEBTCONSOLIDATION,C,4400,13.8,0,0.05,N,4,0.18176747033922058,0.4999999999999998,0
24,33600,RENT,5.0,PERSONAL,B,4450,11.49,0,0.13,N,4,0.09003020631763146,0.44537386481828284,0
24,42200,RENT,5.0,DEBTCONSOLIDATION,A,4450,9.32,0,0.11,N,4,0.058131715911600615,0.3815805466193539,0
22,40000,MORTGAGE,5.0,PERSONAL,A,5400,7.42,0,0.14,N,2,0.050237181147673116,0.5,1
22,40000,MORTGAGE,7.0,EDUCATION,A,14000,7.49,0,0.35,N,3,0.5444332970907645,0.5000000000000006,1
22,14400,RENT,0.0,EDUCATION,A,4500,7.88,1,0.31,N,4,0.3626616097376934,0.4999999999999998,0
25,40000,MORTGAGE,2.0,PERSONAL,B,4500,10.99,0,0.11,N,3,0.07875783811825564,0.39284846136147344,0
25,40000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,3500,13.49,0,0.09,N,3,0.17795645607881252,0.5000000000000006,1
24,40000,MORTGAGE,3.0,VENTURE,B,3200,10.99,0,0.08,N,2,0.07846851742154395,0.5,1
23,15600,RENT,1.0,VENTURE,A,4500,5.99,1,0.29,N,4,0.21994616212326398,0.4686500516246339,0
25,15600,RENT,3.0,PERSONAL,A,4500,7.51,1,0.29,N,3,0.25815525720627824,0.43171983126620406,0
22,40000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,7500,11.49,0,0.19,N,3,0.11826282526408334,0.39284846136147344,0
24,40000,OWN,6.0,EDUCATION,A,2800,8.49,0,0.07,N,4,0.04769227341187126,0.2882343795326924,0
25,40000,OWN,0.0,MEDICAL,A,11000,8.49,0,0.28,N,2,0.23680165028351982,0.5,1
24,40000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,15000,7.49,0,0.38,N,2,0.6118213342367311,0.5,1
24,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3000,11.99,0,0.07,N,4,0.08516004294247183,0.4945541936776251,0
23,40000,MORTGAGE,6.0,MEDICAL,B,13200,10.99,0,0.33,N,4,0.548087951357177,0.4999999999999998,0
23,40000,MORTGAGE,2.0,MEDICAL,B,2000,10.99,0,0.05,N,4,0.06697625132144254,0.40478154326605403,0
21,18000,RENT,2.0,PERSONAL,B,4500,10.38,1,0.25,N,2,0.1770952410097978,0.5,1
24,40000,MORTGAGE,2.0,HOMEIMPROVEMENT,B,2500,9.99,0,0.06,N,2,0.06531167782823795,0.5,1
23,18000,RENT,0.0,DEBTCONSOLIDATION,B,4500,12.21,1,0.25,N,3,0.20192863249389717,0.5000000000000006,1
24,18200,RENT,8.0,EDUCATION,A,4500,8.94,1,0.25,N,2,0.15915327721671885,0.5,1
24,40000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,5.79,0,0.25,N,4,0.09188657314927029,0.3882109465674352,0
25,18204,RENT,0.0,EDUCATION,C,4500,13.61,1,0.25,N,2,0.2736952106292484,0.5,1
26,40000,OWN,0.0,MEDICAL,B,4300,10.74,0,0.11,N,2,0.0797572566928874,0.5,1
21,20000,RENT,5.0,PERSONAL,C,4500,13.49,0,0.23,N,2,0.2520805354416203,0.5,1
24,40000,MORTGAGE,9.0,MEDICAL,B,2125,11.11,0,0.05,N,4,0.06818114234623604,0.41381335246888706,0
